GPS Reading,Lat (Degrees),Lon (Degrees),Velocity (MPH),Heading(Deg),Velocity (KPH)
0,52.386572,4.551851,34,205.389999,54
1,52.386556,4.551841,34,204.880005,54
0,52.386556,4.551841,34,204.880005,54
0,52.386556,4.551841,34,204.880005,54
1,52.38654,4.551831,34,205.339996,54
0,52.38654,4.551831,34,205.339996,54
0,52.38654,4.551831,34,205.339996,54
1,52.386532,4.551821,34,205.240005,54
0,52.386532,4.551821,34,205.240005,54
0,52.386532,4.551821,34,205.240005,54
1,52.386515,4.551811,34,205.490005,54
0,52.386515,4.551811,34,205.490005,54
0,52.386515,4.551811,34,205.490005,54
1,52.386507,4.551802,34,204.970001,54
0,52.386507,4.551802,34,204.970001,54
0,52.386507,4.551802,34,204.970001,54
1,52.386491,4.551792,34,204.720001,54
0,52.386491,4.551792,34,204.720001,54
0,52.386491,4.551792,34,204.720001,54
1,52.386475,4.551782,34,204.779999,54
0,52.386475,4.551782,34,204.779999,54
0,52.386475,4.551782,34,204.779999,54
1,52.386466,4.551773,34,204.470001,54
0,52.386466,4.551773,34,204.470001,54
0,52.386466,4.551773,34,204.470001,54
1,52.38645,4.551763,34,204.330002,54
0,52.38645,4.551763,34,204.330002,54
0,52.38645,4.551763,34,204.330002,54
1,52.386442,4.551753,34,204.179993,54
0,52.386442,4.551753,34,204.179993,54
0,52.386442,4.551753,34,204.179993,54
1,52.386426,4.551744,35,204.179993,56
0,52.386426,4.551744,35,204.179993,56
0,52.386426,4.551744,35,204.179993,56
1,52.38641,4.551734,34,203.889999,54
0,52.38641,4.551734,34,203.889999,54
0,52.38641,4.551734,34,203.889999,54
1,52.386401,4.551725,34,203.669998,54
0,52.386401,4.551725,34,203.669998,54
0,52.386401,4.551725,34,203.669998,54
1,52.386385,4.551716,34,203.550003,54
0,52.386385,4.551716,34,203.550003,54
0,52.386385,4.551716,34,203.550003,54
1,52.386377,4.551706,34,203.470001,54
0,52.386377,4.551706,34,203.470001,54
0,52.386377,4.551706,34,203.470001,54
1,52.386361,4.551697,34,203.559998,54
0,52.386361,4.551697,34,203.559998,54
0,52.386361,4.551697,34,203.559998,54
1,52.386344,4.551688,34,203.369995,54
0,52.386344,4.551688,34,203.369995,54
0,52.386344,4.551688,34,203.369995,54
1,52.386336,4.551679,34,203.440002,54
0,52.386336,4.551679,34,203.440002,54
0,52.386336,4.551679,34,203.440002,54
1,52.38632,4.55167,34,203.75,54
0,52.38632,4.55167,34,203.75,54
0,52.38632,4.55167,34,203.75,54
1,52.386312,4.55166,34,203.619995,54
0,52.386312,4.55166,34,203.619995,54
0,52.386312,4.55166,34,203.619995,54
1,52.386296,4.55165,34,204.210007,54
0,52.386296,4.55165,34,204.210007,54
0,52.386296,4.55165,34,204.210007,54
1,52.386287,4.551641,34,204.460007,54
0,52.386287,4.551641,34,204.460007,54
0,52.386287,4.551641,34,204.460007,54
1,52.386271,4.551632,34,204.809998,54
0,52.386271,4.551632,34,204.809998,54
0,52.386271,4.551632,34,204.809998,54
1,52.386263,4.551622,34,205.070007,54
0,52.386263,4.551622,34,205.070007,54
0,52.386263,4.551622,34,205.070007,54
1,52.386247,4.551612,34,205.149994,54
0,52.386247,4.551612,34,205.149994,54
0,52.386247,4.551612,34,205.149994,54
1,52.38623,4.551602,34,205.529999,54
0,52.38623,4.551602,34,205.529999,54
0,52.38623,4.551602,34,205.529999,54
1,52.386222,4.551593,34,205.589996,54
0,52.386222,4.551593,34,205.589996,54
0,52.386222,4.551593,34,205.589996,54
1,52.386206,4.551582,34,206.020004,54
0,52.386206,4.551582,34,206.020004,54
0,52.386206,4.551582,34,206.020004,54
1,52.386198,4.551572,34,206.580002,54
0,52.386198,4.551572,34,206.580002,54
0,52.386198,4.551572,34,206.580002,54
1,52.386182,4.551562,33,206.669998,53
0,52.386182,4.551562,33,206.669998,53
0,52.386182,4.551562,33,206.669998,53
1,52.386174,4.551552,33,207.339996,53
0,52.386174,4.551552,33,207.339996,53
0,52.386174,4.551552,33,207.339996,53
1,52.386165,4.551541,33,207.770004,53
0,52.386165,4.551541,33,207.770004,53
0,52.386165,4.551541,33,207.770004,53
1,52.386149,4.55153,33,208.160004,53
0,52.386149,4.55153,33,208.160004,53
0,52.386149,4.55153,33,208.160004,53
1,52.386141,4.55152,33,208.759995,53
0,52.386141,4.55152,33,208.759995,53
0,52.386141,4.55152,33,208.759995,53
1,52.386125,4.551509,33,209.389999,53
0,52.386125,4.551509,33,209.389999,53
0,52.386125,4.551509,33,209.389999,53
1,52.386117,4.551497,33,209.910004,53
0,52.386117,4.551497,33,209.910004,53
0,52.386117,4.551497,33,209.910004,53
1,52.3861,4.551486,32,210.270004,51
0,52.3861,4.551486,32,210.270004,51
0,52.3861,4.551486,32,210.270004,51
1,52.386092,4.551475,32,210.860001,51
0,52.386092,4.551475,32,210.860001,51
0,52.386092,4.551475,32,210.860001,51
1,52.386084,4.551463,32,211.649994,51
0,52.386084,4.551463,32,211.649994,51
0,52.386084,4.551463,32,211.649994,51
1,52.386068,4.551452,32,212.139999,51
0,52.386068,4.551452,32,212.139999,51
0,52.386068,4.551452,32,212.139999,51
1,52.38606,4.551439,32,213.080002,51
0,52.38606,4.551439,32,213.080002,51
0,52.38606,4.551439,32,213.080002,51
1,52.386051,4.551427,32,213.520004,51
0,52.386051,4.551427,32,213.520004,51
0,52.386051,4.551427,32,213.520004,51
1,52.386035,4.551415,32,214.25,51
0,52.386035,4.551415,32,214.25,51
0,52.386035,4.551415,32,214.25,51
1,52.386027,4.551403,32,215.25,51
0,52.386027,4.551403,32,215.25,51
0,52.386027,4.551403,32,215.25,51
1,52.386019,4.551391,32,215.330002,51
0,52.386019,4.551391,32,215.330002,51
0,52.386019,4.551391,32,215.330002,51
1,52.386003,4.551377,31,216.5,49
0,52.386003,4.551377,31,216.5,49
0,52.386003,4.551377,31,216.5,49
1,52.385994,4.551365,31,217.619995,49
0,52.385994,4.551365,31,217.619995,49
0,52.385994,4.551365,31,217.619995,49
1,52.385986,4.551351,31,218.550003,49
0,52.385986,4.551351,31,218.550003,49
0,52.385986,4.551351,31,218.550003,49
1,52.385978,4.551338,31,219.330002,49
0,52.385978,4.551338,31,219.330002,49
0,52.385978,4.551338,31,219.330002,49
1,52.38597,4.551324,31,220.350006,49
0,52.38597,4.551324,31,220.350006,49
0,52.38597,4.551324,31,220.350006,49
1,52.385962,4.551311,31,221.169998,49
0,52.385962,4.551311,31,221.169998,49
0,52.385962,4.551311,31,221.169998,49
1,52.385946,4.551297,31,221.949997,49
0,52.385946,4.551297,31,221.949997,49
0,52.385946,4.551297,31,221.949997,49
1,52.385938,4.551283,31,222.789993,49
0,52.385938,4.551283,31,222.789993,49
0,52.385938,4.551283,31,222.789993,49
1,52.385929,4.551269,31,223.970001,49
0,52.385929,4.551269,31,223.970001,49
0,52.385929,4.551269,31,223.970001,49
1,52.385921,4.551254,31,224.850006,49
0,52.385921,4.551254,31,224.850006,49
0,52.385921,4.551254,31,224.850006,49
1,52.385913,4.551239,31,225.639999,49
0,52.385913,4.551239,31,225.639999,49
0,52.385913,4.551239,31,225.639999,49
1,52.385905,4.551224,30,226.630005,48
0,52.385905,4.551224,30,226.630005,48
0,52.385905,4.551224,30,226.630005,48
1,52.385897,4.551209,31,227.389999,49
0,52.385897,4.551209,31,227.389999,49
0,52.385897,4.551209,31,227.389999,49
1,52.385889,4.551194,30,228.179993,48
0,52.385889,4.551194,30,228.179993,48
0,52.385889,4.551194,30,228.179993,48
1,52.385881,4.551178,30,229.490005,48
0,52.385881,4.551178,30,229.490005,48
0,52.385881,4.551178,30,229.490005,48
1,52.385872,4.551163,30,230.380005,48
0,52.385872,4.551163,30,230.380005,48
0,52.385872,4.551163,30,230.380005,48
1,52.385864,4.551146,30,231.520004,48
0,52.385864,4.551146,30,231.520004,48
0,52.385864,4.551146,30,231.520004,48
1,52.385856,4.551131,30,232.839996,48
0,52.385856,4.551131,30,232.839996,48
0,52.385856,4.551131,30,232.839996,48
1,52.385848,4.551114,30,234.220001,48
0,52.385848,4.551114,30,234.220001,48
0,52.385848,4.551114,30,234.220001,48
1,52.385848,4.551097,30,235.169998,48
0,52.385848,4.551097,30,235.169998,48
0,52.385848,4.551097,30,235.169998,48
1,52.38584,4.551081,30,236.160004,48
0,52.38584,4.551081,30,236.160004,48
0,52.38584,4.551081,30,236.160004,48
1,52.385832,4.551064,29,237.240005,46
0,52.385832,4.551064,29,237.240005,46
0,52.385832,4.551064,29,237.240005,46
1,52.385824,4.551047,29,238.369995,46
0,52.385824,4.551047,29,238.369995,46
0,52.385824,4.551047,29,238.369995,46
1,52.385815,4.551029,29,239.619995,46
0,52.385815,4.551029,29,239.619995,46
0,52.385815,4.551029,29,239.619995,46
1,52.385815,4.551012,29,240.619995,46
0,52.385815,4.551012,29,240.619995,46
0,52.385815,4.551012,29,240.619995,46
1,52.385807,4.550994,29,241.410004,46
0,52.385807,4.550994,29,241.410004,46
0,52.385807,4.550994,29,241.410004,46
1,52.385799,4.550977,29,242.649994,46
0,52.385799,4.550977,29,242.649994,46
0,52.385799,4.550977,29,242.649994,46
1,52.385799,4.550959,29,243.360001,46
0,52.385799,4.550959,29,243.360001,46
0,52.385799,4.550959,29,243.360001,46
1,52.385791,4.550941,29,244.779999,46
0,52.385791,4.550941,29,244.779999,46
0,52.385791,4.550941,29,244.779999,46
1,52.385791,4.550924,29,245.809998,46
0,52.385791,4.550924,29,245.809998,46
0,52.385791,4.550924,29,245.809998,46
1,52.385783,4.550906,29,246.770004,46
0,52.385783,4.550906,29,246.770004,46
0,52.385783,4.550906,29,246.770004,46
1,52.385783,4.550888,29,247.529999,46
0,52.385783,4.550888,29,247.529999,46
0,52.385783,4.550888,29,247.529999,46
1,52.385775,4.55087,29,248.539993,46
0,52.385775,4.55087,29,248.539993,46
0,52.385775,4.55087,29,248.539993,46
1,52.385767,4.550852,29,249.369995,46
0,52.385767,4.550852,29,249.369995,46
0,52.385767,4.550852,29,249.369995,46
1,52.385767,4.550834,29,250.169998,46
0,52.385767,4.550834,29,250.169998,46
0,52.385767,4.550834,29,250.169998,46
1,52.385767,4.550815,29,251.139999,46
0,52.385767,4.550815,29,251.139999,46
0,52.385767,4.550815,29,251.139999,46
1,52.385758,4.550797,29,251.820007,46
0,52.385758,4.550797,29,251.820007,46
0,52.385758,4.550797,29,251.820007,46
1,52.385758,4.550778,29,252.710007,46
0,52.385758,4.550778,29,252.710007,46
0,52.385758,4.550778,29,252.710007,46
1,52.38575,4.550759,29,253.229996,46
0,52.38575,4.550759,29,253.229996,46
0,52.38575,4.550759,29,253.229996,46
1,52.38575,4.550741,29,254.240005,46
0,52.38575,4.550741,29,254.240005,46
0,52.38575,4.550741,29,254.240005,46
1,52.38575,4.550721,29,255.380005,46
0,52.38575,4.550721,29,255.380005,46
0,52.38575,4.550721,29,255.380005,46
1,52.385742,4.550702,29,256.01001,46
0,52.385742,4.550702,29,256.01001,46
0,52.385742,4.550702,29,256.01001,46
1,52.385742,4.550683,29,256.630005,46
0,52.385742,4.550683,29,256.630005,46
0,52.385742,4.550683,29,256.630005,46
1,52.385742,4.550663,29,257.350006,46
0,52.385742,4.550663,29,257.350006,46
0,52.385742,4.550663,29,257.350006,46
1,52.385734,4.550644,29,258.160004,46
0,52.385734,4.550644,29,258.160004,46
0,52.385734,4.550644,29,258.160004,46
1,52.385734,4.550625,29,259.26001,46
0,52.385734,4.550625,29,259.26001,46
0,52.385734,4.550625,29,259.26001,46
1,52.385734,4.550605,29,260.209991,46
0,52.385734,4.550605,29,260.209991,46
0,52.385734,4.550605,29,260.209991,46
1,52.385734,4.550585,30,260.369995,48
0,52.385734,4.550585,30,260.369995,48
0,52.385734,4.550585,30,260.369995,48
1,52.385726,4.550565,29,261.380005,46
0,52.385726,4.550565,29,261.380005,46
0,52.385726,4.550565,29,261.380005,46
1,52.385726,4.550546,29,262.690002,46
0,52.385726,4.550546,29,262.690002,46
0,52.385726,4.550546,29,262.690002,46
1,52.385726,4.550526,30,263.450012,48
0,52.385726,4.550526,30,263.450012,48
0,52.385726,4.550526,30,263.450012,48
1,52.385726,4.550506,30,263.910004,48
0,52.385726,4.550506,30,263.910004,48
0,52.385726,4.550506,30,263.910004,48
1,52.385726,4.550486,30,264.809998,48
0,52.385726,4.550486,30,264.809998,48
0,52.385726,4.550486,30,264.809998,48
1,52.385726,4.550466,30,266.029999,48
0,52.385726,4.550466,30,266.029999,48
0,52.385726,4.550466,30,266.029999,48
1,52.385726,4.550446,30,266.570007,48
0,52.385726,4.550446,30,266.570007,48
0,52.385726,4.550446,30,266.570007,48
1,52.385726,4.550425,30,267.299988,48
0,52.385726,4.550425,30,267.299988,48
0,52.385726,4.550425,30,267.299988,48
1,52.385726,4.550405,30,268.23999,48
0,52.385726,4.550405,30,268.23999,48
0,52.385726,4.550405,30,268.23999,48
1,52.385726,4.550385,30,268.670013,48
0,52.385726,4.550385,30,268.670013,48
0,52.385726,4.550385,30,268.670013,48
1,52.385726,4.550364,31,269.649994,49
0,52.385726,4.550364,31,269.649994,49
0,52.385726,4.550364,31,269.649994,49
1,52.385726,4.550344,31,270.559998,49
0,52.385726,4.550344,31,270.559998,49
0,52.385726,4.550344,31,270.559998,49
1,52.385726,4.550323,31,271.190002,49
0,52.385726,4.550323,31,271.190002,49
0,52.385726,4.550323,31,271.190002,49
1,52.385726,4.550303,31,272.029999,49
0,52.385726,4.550303,31,272.029999,49
0,52.385726,4.550303,31,272.029999,49
1,52.385726,4.550282,31,272.649994,49
0,52.385726,4.550282,31,272.649994,49
0,52.385726,4.550282,31,272.649994,49
1,52.385726,4.550262,31,273.209991,49
0,52.385726,4.550262,31,273.209991,49
0,52.385726,4.550262,31,273.209991,49
1,52.385726,4.550241,31,273.920013,49
0,52.385726,4.550241,31,273.920013,49
0,52.385726,4.550241,31,273.920013,49
1,52.385726,4.550221,31,274.679993,49
0,52.385726,4.550221,31,274.679993,49
0,52.385726,4.550221,31,274.679993,49
1,52.385734,4.5502,31,275.140015,49
0,52.385734,4.5502,31,275.140015,49
0,52.385734,4.5502,31,275.140015,49
1,52.385734,4.55018,31,275.709991,49
0,52.385734,4.55018,31,275.709991,49
0,52.385734,4.55018,31,275.709991,49
1,52.385734,4.550159,31,276.23999,49
0,52.385734,4.550159,31,276.23999,49
0,52.385734,4.550159,31,276.23999,49
1,52.385734,4.550139,31,276.820007,49
0,52.385734,4.550139,31,276.820007,49
0,52.385734,4.550139,31,276.820007,49
1,52.385734,4.550119,31,277.200012,49
0,52.385734,4.550119,31,277.200012,49
0,52.385734,4.550119,31,277.200012,49
1,52.385742,4.550098,31,277.910004,49
0,52.385742,4.550098,31,277.910004,49
0,52.385742,4.550098,31,277.910004,49
1,52.385742,4.550078,31,278.640015,49
0,52.385742,4.550078,31,278.640015,49
0,52.385742,4.550078,31,278.640015,49
1,52.385742,4.550058,31,278.929993,49
0,52.385742,4.550058,31,278.929993,49
0,52.385742,4.550058,31,278.929993,49
1,52.385742,4.550038,31,279.769989,49
0,52.385742,4.550038,31,279.769989,49
0,52.385742,4.550038,31,279.769989,49
1,52.38575,4.550018,31,280.380005,49
0,52.38575,4.550018,31,280.380005,49
0,52.38575,4.550018,31,280.380005,49
1,52.38575,4.549998,31,280.929993,49
0,52.38575,4.549998,31,280.929993,49
0,52.38575,4.549998,31,280.929993,49
1,52.38575,4.549978,31,281.049988,49
0,52.38575,4.549978,31,281.049988,49
0,52.38575,4.549978,31,281.049988,49
1,52.385758,4.549958,31,281.540009,49
0,52.385758,4.549958,31,281.540009,49
0,52.385758,4.549958,31,281.540009,49
1,52.385758,4.549938,31,282.26001,49
0,52.385758,4.549938,31,282.26001,49
0,52.385758,4.549938,31,282.26001,49
1,52.385758,4.549918,31,282.359985,49
0,52.385758,4.549918,31,282.359985,49
0,52.385758,4.549918,31,282.359985,49
1,52.385767,4.549898,31,282.839996,49
0,52.385767,4.549898,31,282.839996,49
0,52.385767,4.549898,31,282.839996,49
1,52.385767,4.549878,31,283.179993,49
0,52.385767,4.549878,31,283.179993,49
0,52.385767,4.549878,31,283.179993,49
1,52.385767,4.549858,31,283.649994,49
0,52.385767,4.549858,31,283.649994,49
0,52.385767,4.549858,31,283.649994,49
1,52.385775,4.549838,31,284.040009,49
0,52.385775,4.549838,31,284.040009,49
0,52.385775,4.549838,31,284.040009,49
1,52.385775,4.549818,31,284.470001,49
0,52.385775,4.549818,31,284.470001,49
0,52.385775,4.549818,31,284.470001,49
1,52.385783,4.549799,31,284.649994,49
0,52.385783,4.549799,31,284.649994,49
0,52.385783,4.549799,31,284.649994,49
1,52.385783,4.549779,31,285.480011,49
0,52.385783,4.549779,31,285.480011,49
0,52.385783,4.549779,31,285.480011,49
1,52.385791,4.549759,31,285.700012,49
0,52.385791,4.549759,31,285.700012,49
0,52.385791,4.549759,31,285.700012,49
1,52.385791,4.549739,31,285.910004,49
0,52.385791,4.549739,31,285.910004,49
0,52.385791,4.549739,31,285.910004,49
1,52.385791,4.549719,31,286.309998,49
0,52.385791,4.549719,31,286.309998,49
0,52.385791,4.549719,31,286.309998,49
1,52.385799,4.549699,31,286.579987,49
0,52.385799,4.549699,31,286.579987,49
0,52.385799,4.549699,31,286.579987,49
1,52.385799,4.549679,31,286.829987,49
0,52.385799,4.549679,31,286.829987,49
0,52.385799,4.549679,31,286.829987,49
1,52.385807,4.549659,31,287.23999,49
0,52.385807,4.549659,31,287.23999,49
0,52.385807,4.549659,31,287.23999,49
1,52.385807,4.549639,31,287.149994,49
0,52.385807,4.549639,31,287.149994,49
0,52.385807,4.549639,31,287.149994,49
1,52.385815,4.549619,31,287.529999,49
0,52.385815,4.549619,31,287.529999,49
0,52.385815,4.549619,31,287.529999,49
1,52.385815,4.549599,32,288.01001,51
0,52.385815,4.549599,32,288.01001,51
0,52.385815,4.549599,32,288.01001,51
1,52.385824,4.549579,31,288.190002,49
0,52.385824,4.549579,31,288.190002,49
0,52.385824,4.549579,31,288.190002,49
1,52.385824,4.549559,31,288.290009,49
0,52.385824,4.549559,31,288.290009,49
0,52.385824,4.549559,31,288.290009,49
1,52.385832,4.549539,32,288.700012,51
0,52.385832,4.549539,32,288.700012,51
0,52.385832,4.549539,32,288.700012,51
1,52.385832,4.549518,32,288.799988,51
0,52.385832,4.549518,32,288.799988,51
0,52.385832,4.549518,32,288.799988,51
1,52.38584,4.549498,32,289.140015,51
0,52.38584,4.549498,32,289.140015,51
0,52.38584,4.549498,32,289.140015,51
1,52.38584,4.549478,32,289.399994,51
0,52.38584,4.549478,32,289.399994,51
0,52.38584,4.549478,32,289.399994,51
1,52.385848,4.549458,32,289.859985,51
0,52.385848,4.549458,32,289.859985,51
0,52.385848,4.549458,32,289.859985,51
1,52.385856,4.549438,32,290.170013,51
0,52.385856,4.549438,32,290.170013,51
0,52.385856,4.549438,32,290.170013,51
1,52.385856,4.549418,32,290.480011,51
0,52.385856,4.549418,32,290.480011,51
0,52.385856,4.549418,32,290.480011,51
1,52.385864,4.549398,32,290.579987,51
0,52.385864,4.549398,32,290.579987,51
0,52.385864,4.549398,32,290.579987,51
1,52.385864,4.549378,32,290.880005,51
0,52.385864,4.549378,32,290.880005,51
0,52.385864,4.549378,32,290.880005,51
1,52.385872,4.549358,32,291.589996,51
0,52.385872,4.549358,32,291.589996,51
0,52.385872,4.549358,32,291.589996,51
1,52.385881,4.549338,32,291.600006,51
0,52.385881,4.549338,32,291.600006,51
0,52.385881,4.549338,32,291.600006,51
1,52.385881,4.549318,32,291.700012,51
0,52.385881,4.549318,32,291.700012,51
0,52.385881,4.549318,32,291.700012,51
1,52.385889,4.549298,32,292.040009,51
0,52.385889,4.549298,32,292.040009,51
0,52.385889,4.549298,32,292.040009,51
1,52.385889,4.549278,32,292.429993,51
0,52.385889,4.549278,32,292.429993,51
0,52.385889,4.549278,32,292.429993,51
1,52.385897,4.549258,32,293.0,51
0,52.385897,4.549258,32,293.0,51
0,52.385897,4.549258,32,293.0,51
1,52.385905,4.549238,32,292.709991,51
0,52.385905,4.549238,32,292.709991,51
0,52.385905,4.549238,32,292.709991,51
1,52.385905,4.549219,32,293.619995,51
0,52.385905,4.549219,32,293.619995,51
0,52.385905,4.549219,32,293.619995,51
1,52.385913,4.549199,32,294.0,51
0,52.385913,4.549199,32,294.0,51
0,52.385913,4.549199,32,294.0,51
1,52.385921,4.54918,32,293.920013,51
0,52.385921,4.54918,32,293.920013,51
0,52.385921,4.54918,32,293.920013,51
1,52.385921,4.54916,32,294.609985,51
0,52.385921,4.54916,32,294.609985,51
0,52.385921,4.54916,32,294.609985,51
1,52.385929,4.549141,32,295.119995,51
0,52.385929,4.549141,32,295.119995,51
0,52.385929,4.549141,32,295.119995,51
1,52.385938,4.549122,32,295.26001,51
0,52.385938,4.549122,32,295.26001,51
0,52.385938,4.549122,32,295.26001,51
1,52.385946,4.549103,31,295.269989,49
0,52.385946,4.549103,31,295.269989,49
0,52.385946,4.549103,31,295.269989,49
1,52.385946,4.549084,31,295.76001,49
0,52.385946,4.549084,31,295.76001,49
0,52.385946,4.549084,31,295.76001,49
1,52.385954,4.549066,31,296.279999,49
0,52.385954,4.549066,31,296.279999,49
0,52.385954,4.549066,31,296.279999,49
1,52.385962,4.549047,31,296.579987,49
0,52.385962,4.549047,31,296.579987,49
0,52.385962,4.549047,31,296.579987,49
1,52.385962,4.549029,31,296.98999,49
0,52.385962,4.549029,31,296.98999,49
0,52.385962,4.549029,31,296.98999,49
1,52.38597,4.549011,31,297.369995,49
0,52.38597,4.549011,31,297.369995,49
0,52.38597,4.549011,31,297.369995,49
1,52.385978,4.548992,31,297.630005,49
0,52.385978,4.548992,31,297.630005,49
0,52.385978,4.548992,31,297.630005,49
1,52.385986,4.548974,31,298.100006,49
0,52.385986,4.548974,31,298.100006,49
0,52.385986,4.548974,31,298.100006,49
1,52.385986,4.548955,31,298.600006,49
0,52.385986,4.548955,31,298.600006,49
0,52.385986,4.548955,31,298.600006,49
1,52.385994,4.548937,31,298.5,49
0,52.385994,4.548937,31,298.5,49
0,52.385994,4.548937,31,298.5,49
1,52.386003,4.548919,31,298.959991,49
0,52.386003,4.548919,31,298.959991,49
0,52.386003,4.548919,31,298.959991,49
1,52.386011,4.548901,31,299.559998,49
0,52.386011,4.548901,31,299.559998,49
0,52.386011,4.548901,31,299.559998,49
1,52.386011,4.548884,31,299.549988,49
0,52.386011,4.548884,31,299.549988,49
0,52.386011,4.548884,31,299.549988,49
1,52.386019,4.548865,31,299.890015,49
0,52.386019,4.548865,31,299.890015,49
0,52.386019,4.548865,31,299.890015,49
1,52.386027,4.548847,31,300.279999,49
0,52.386027,4.548847,31,300.279999,49
0,52.386027,4.548847,31,300.279999,49
1,52.386035,4.54883,31,300.899994,49
0,52.386035,4.54883,31,300.899994,49
0,52.386035,4.54883,31,300.899994,49
1,52.386043,4.548812,31,301.209991,49
0,52.386043,4.548812,31,301.209991,49
0,52.386043,4.548812,31,301.209991,49
1,52.386051,4.548794,31,301.390015,49
0,52.386051,4.548794,31,301.390015,49
0,52.386051,4.548794,31,301.390015,49
1,52.386051,4.548777,31,301.480011,49
0,52.386051,4.548777,31,301.480011,49
0,52.386051,4.548777,31,301.480011,49
1,52.38606,4.548759,31,301.920013,49
0,52.38606,4.548759,31,301.920013,49
0,52.38606,4.548759,31,301.920013,49
1,52.386068,4.548742,31,302.549988,49
0,52.386068,4.548742,31,302.549988,49
0,52.386068,4.548742,31,302.549988,49
1,52.386076,4.548725,31,303.100006,49
0,52.386076,4.548725,31,303.100006,49
0,52.386076,4.548725,31,303.100006,49
1,52.386084,4.548708,31,303.929993,49
0,52.386084,4.548708,31,303.929993,49
0,52.386084,4.548708,31,303.929993,49
1,52.386092,4.548691,31,304.380005,49
0,52.386092,4.548691,31,304.380005,49
0,52.386092,4.548691,31,304.380005,49
1,52.3861,4.548675,30,304.799988,48
0,52.3861,4.548675,30,304.799988,48
0,52.3861,4.548675,30,304.799988,48
1,52.386108,4.548659,30,306.25,48
0,52.386108,4.548659,30,306.25,48
0,52.386108,4.548659,30,306.25,48
1,52.386108,4.548643,30,306.75,48
0,52.386108,4.548643,30,306.75,48
0,52.386108,4.548643,30,306.75,48
1,52.386117,4.548627,30,307.73999,48
0,52.386117,4.548627,30,307.73999,48
0,52.386117,4.548627,30,307.73999,48
1,52.386125,4.548611,30,308.190002,48
0,52.386125,4.548611,30,308.190002,48
0,52.386125,4.548611,30,308.190002,48
1,52.386133,4.548596,30,309.049988,48
0,52.386133,4.548596,30,309.049988,48
0,52.386133,4.548596,30,309.049988,48
1,52.386141,4.548581,29,309.899994,46
0,52.386141,4.548581,29,309.899994,46
0,52.386141,4.548581,29,309.899994,46
1,52.386149,4.548566,29,310.600006,46
0,52.386149,4.548566,29,310.600006,46
0,52.386149,4.548566,29,310.600006,46
1,52.386157,4.548552,29,311.350006,46
0,52.386157,4.548552,29,311.350006,46
0,52.386157,4.548552,29,311.350006,46
1,52.386165,4.548538,29,312.730011,46
0,52.386165,4.548538,29,312.730011,46
0,52.386165,4.548538,29,312.730011,46
1,52.386174,4.548523,29,313.470001,46
0,52.386174,4.548523,29,313.470001,46
0,52.386174,4.548523,29,313.470001,46
1,52.386182,4.54851,29,314.390015,46
0,52.386182,4.54851,29,314.390015,46
0,52.386182,4.54851,29,314.390015,46
1,52.38619,4.548497,29,315.299988,46
0,52.38619,4.548497,29,315.299988,46
0,52.38619,4.548497,29,315.299988,46
1,52.386198,4.548483,29,316.290009,46
0,52.386198,4.548483,29,316.290009,46
0,52.386198,4.548483,29,316.290009,46
1,52.386214,4.548471,29,317.329987,46
0,52.386214,4.548471,29,317.329987,46
0,52.386214,4.548471,29,317.329987,46
1,52.386222,4.548458,28,318.059998,45
0,52.386222,4.548458,28,318.059998,45
0,52.386222,4.548458,28,318.059998,45
1,52.38623,4.548446,28,318.540009,45
0,52.38623,4.548446,28,318.540009,45
0,52.38623,4.548446,28,318.540009,45
1,52.386239,4.548433,28,319.459991,45
0,52.386239,4.548433,28,319.459991,45
0,52.386239,4.548433,28,319.459991,45
1,52.386247,4.548422,28,320.910004,45
0,52.386247,4.548422,28,320.910004,45
0,52.386247,4.548422,28,320.910004,45
1,52.386255,4.548412,27,322.380005,43
0,52.386255,4.548412,27,322.380005,43
0,52.386255,4.548412,27,322.380005,43
1,52.386263,4.548401,27,323.459991,43
0,52.386263,4.548401,27,323.459991,43
0,52.386263,4.548401,27,323.459991,43
1,52.386271,4.548391,27,324.890015,43
0,52.386271,4.548391,27,324.890015,43
0,52.386271,4.548391,27,324.890015,43
1,52.386287,4.548381,27,325.98999,43
0,52.386287,4.548381,27,325.98999,43
0,52.386287,4.548381,27,325.98999,43
1,52.386296,4.548371,27,327.429993,43
0,52.386296,4.548371,27,327.429993,43
0,52.386296,4.548371,27,327.429993,43
1,52.386304,4.548363,27,328.959991,43
0,52.386304,4.548363,27,328.959991,43
0,52.386304,4.548363,27,328.959991,43
1,52.386312,4.548354,27,330.320007,43
0,52.386312,4.548354,27,330.320007,43
0,52.386312,4.548354,27,330.320007,43
1,52.386328,4.548347,27,333.149994,43
0,52.386328,4.548347,27,333.149994,43
0,52.386328,4.548347,27,333.149994,43
1,52.386336,4.54834,27,334.980011,43
0,52.386336,4.54834,27,334.980011,43
0,52.386336,4.54834,27,334.980011,43
1,52.386344,4.548333,27,336.279999,43
0,52.386344,4.548333,27,336.279999,43
0,52.386344,4.548333,27,336.279999,43
1,52.386361,4.548327,27,337.779999,43
0,52.386361,4.548327,27,337.779999,43
0,52.386361,4.548327,27,337.779999,43
1,52.386369,4.548321,27,339.109985,43
0,52.386369,4.548321,27,339.109985,43
0,52.386369,4.548321,27,339.109985,43
1,52.386377,4.548315,27,340.910004,43
